category,question
SCIENCE,"Named after its 19th century inventor, this pendulum demonstrates the Earth's rotation"
SCIENCE,This inert gas alters your voice because sound travels more than twice as fast in it as in air
SCIENCE,"Lignin, a substance in wood, changes when exposed to oxygen; that makes white paper turn this color as it ages"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2011-11-29_DJ_13.wmv"">Sarah of the Clue Crew gives the clue as she and Kelly demonstrate a potato gun.</a>)  A potato gun demonstrates Boyle's Law using a simple tube & a stick; pushing the stick reduces the volume of air and increases this 8-letter term, making the potato go ballistic"
SCIENCE,"Slow-motion video shows this bug evading a swat in 250 milliseconds; for 240 of those, it's repositioning itself to jump"
SCIENCE,It's the form of glucose that rotates a plane of polarized light clockwise
SCIENCE,Almost the entire mass of an atom is contained in this central portion
SCIENCE,In 1914 she became head of the Paris Institute of Radium
SCIENCE,They're the tiny threadlike structures that carry the genes - you have 23 pairs
SCIENCE,Organic chemistry specializes in compounds that contain this element
SCIENCE,His discovery of energy quanta earned him the 1918 Nobel Prize for Physics
SCIENCE,"The only substance known to ancient man in solid, liquid & gas form"
SCIENCE,Most of the world's supply of this light gas comes from natural gas fields in the U.S.
SCIENCE,"Launched by the Soviets in 1957, the 1st living creature to orbit the Earth was one of these"
SCIENCE,"Some hemophiliacs spend over $50,000 per year on Factor VIII which does this for the blood"
SCIENCE,Science took a leap forward when physicist Max Planck devised this theory about light
SCIENCE,"Invented by Edwin Land, it was the first instant camera"
SCIENCE,"When Henry Cavendish discovered this lightest-known element, he called it inflammable air"
SCIENCE,Galileo is said to have done gravity experiments by dropping weights from this tower
SCIENCE,"In ancient times, lodestone was used as a form of this instrument"
SCIENCE,A positive ion is formed when an atom loses one or more of these
SCIENCE,by definition an anaerobe is an organism that lives in an environment free of this element
SCIENCE,The Gutenberg Discontinuity is the boundary that separates the core from this part of the earth
SCIENCE,"From its Latin name argentum, Ag is the chemical symbol for this metallic element"
SCIENCE,It's the solid part of the earth as distinguished from the atmosphere & hydrosphere
SCIENCE,"In 1979 it was discovered that this genetic structure spirals to the left, not to the right as once believed"
SCIENCE,The boundary between the mantle & this layer is called the Mohorovicic Discontinuity
SCIENCE,These 2 ducts lead from the ovaries to the uterus
SCIENCE,"In the 1920s, Julius Nieuwland polymerized acetylene, added chlorine atoms & created this synthetic rubber"
SCIENCE,"On July 10, 1996 scientists released close-up photos of Ganymede taken by this space probe"
SCIENCE,In 1993 Eugene & Carolyn Shoemaker & David Levy discovered a highly fragmented one of these
SCIENCE,"Silver iodide & silver bromide are sensitive to this, hence their use in photography"
SCIENCE,Term for the edible endospermic seeds of an ear of corn
SCIENCE,"Sore, stiff joints are one symptom of this condition suffered by sailors off the C, vitamin C"
SCIENCE,"Though his work was ""uncertain"", he won the Nobel Prize for Physics in 1932, just on ""principle"""
SCIENCE,The element named for him wasn't one of the ones he left a gap for in the periodic table; it came in at 101
SCIENCE,This heavenly body's prominences include dark filaments & clouds of gas
SCIENCE,"In botany there are 4 flower parts:  sepals, petals, stamens & these"
SCIENCE,"You have many sweatglands, but only this number of lacrimal glands"
SCIENCE,The highest jet streams occur in this layer of the atmosphere that begins 10 miles above the earth
SCIENCE,"There are 3 types of RNA:  transfer, ribosomal & this"
SCIENCE,The Graafian follicles of these glands contain the female reproductive cells
SCIENCE,"The sun is 333,000 times as massive as the Earth & 1,047 times as massive as this planet"
SCIENCE,Two 9-volt batteries in a series circuit produce this many volts of electromotive force
SCIENCE,The screw & the wedge are adaptations of this type of simple machine
SCIENCE,"Of copper, iron or aluminum, the one that would be most attracted to a magnet"
SCIENCE,"In a month, this object ranges from about 225,000 miles to 252,000 miles from the Earth"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2009-07-13_DJ_13.wmv"">Jimmy of the clue tries to crack a whip.</a>)  Like a jet plane traveling faster than mach 1, a whip makes a cracking noise because it's traveling faster than the speed of this"
SCIENCE,"By definition, it's what a carnivore eats"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2009-07-13_DJ_17.wmv"">Sarah of the Clue Crew levitates a ping-pong ball over a hair dryer.</a>)  What goes up stays up when the force of air moving up from the hair dryer equals this force pulling down on the ping-pong ball"
SCIENCE,In 1985 a hole was discovered in the ozone layer over this continent
SCIENCE,Just using flour & water gives you unleavened bread; add this fungus to leaven it
SCIENCE,"Meaning ""without water"", it's one type of barometer"
SCIENCE,"Miranda, a moon of this planet, was the 1st not named after a god or spirit"
SCIENCE,"Heisenberg's uncertainty principle says you can figure out a particle's momentum or this, not both"
SCIENCE,"In 70-degree air, a plane traveling at about 1,130 feet per second breaks it"
SCIENCE,Scientists say the Earth has warmed about 9 degrees since the last of these frigid ages
SCIENCE,"In 1987 the Smithsonian celebrated the 300th anniversary of this scientist's ""Principia"""
SCIENCE,It was this part of his wife's body that Wilhelm Roentgen X-rayed first
SCIENCE,In 1995 scientists in Switzerland created atoms of this substance that may not exist naturally in our universe
SCIENCE,"Magnetism occurs most strongly in 3 elements: nickel, cobalt & this"
SCIENCE,In 1665 Robert Hooke described & named this structural unit; bacteria have only one
SCIENCE,In 1698 Thomas Savery designed the first practical engine to run on this power
SCIENCE,"This blood protein now comes in alpha, beta & gamma types"
SCIENCE,"Simple machine Archimedes would use to ""move the Earth"" if you gave him a firm spot on which to stand"
SCIENCE,"Not long after its development, Robert Boyle renamed the Torricellian Tube this"
SCIENCE,Ferrovanadium is an alloy of vanadium & this metal
SCIENCE,The horny casing of the toes of ungulates is called this
SCIENCE,In 1990 this space telescope provided the first picture of Charon as completely separate from Pluto
SCIENCE,"He outlines his 3 laws of motion in ""Philosophiae Naturalis Principia Mathematica"""
SCIENCE,"Fusion, the change of a solid to a liquid state, is more commonly called this"
SCIENCE,The symbol of this element first isolated in 1783 comes from its German name
SCIENCE,"Among alkaloids found in plants, this stimulant is found in coffee or tea"
SCIENCE,You may not need a high IQ to know IQ stands for this
SCIENCE,Name for the process a caterpillar goes through to become a moth
SCIENCE,"When cocci live in pairs, they're called diplococci; in clusters, staphylococci; in chains, this"
SCIENCE,"Next in length on the scale of geological time: age, epoch, period, era..."
SCIENCE,In the early 1830s Michael Faraday found that a moving one of these can produce an electric current
SCIENCE,"In 1953 Watson & Crick built a model of the molecular structure of this, the gene-carrying substance"
SCIENCE,In 2002 an 800-mile-diameter planetoid called Quaoar was found 1 billion miles past this 1430-mile-diameter planet
SCIENCE,In the 1920s scientists discovered fossilized dinosaur eggs in this huge Mongolian desert
SCIENCE,"Among the compounds called alkanes, the hexanes are C6H14 -- & these hydrocarbons are C8H18"
SCIENCE,The fishlike amphioxus has a structure called a notochord which in humans develops into this column
SCIENCE,"Newton's Third Law of Motion is usually quoted as ""For every action there is"" this 3-word type of ""reaction"""
SCIENCE,"In geologic theory, the Earth's outer shell has about 12 big these, moving around tectonically"
SCIENCE,"Boric acid, a weak acid, is used as this bacteria-killing infection-preventing type of substance"
SCIENCE,This unit represents the explosive power of 2 billion pounds of TNT
SCIENCE,The vast majority of this second-lightest gas comes from natural gas fields in the U.S.
SCIENCE,Sialia mexicana is the scientific name of the western bluebird: Sialia is the genus & mexicana tells you this
SCIENCE,"In a first-class type of this, the fulcrum is between the applied force and the load"
SCIENCE,The tail of this body is formed when ice turns into gas as it gets closer to the sun
SCIENCE,This 5-letter word is the opposite of attract
SCIENCE,"It takes approximately 24,840 MPH to achieve this"
SCIENCE,The word rubber comes from the discovery that the stuff could be used to rub out marks made with this
SCIENCE,"As it's caused by a lack of niacin, pellagra is termed this type of deficiency disease"
SCIENCE,"In parts of the Caribbean, these are on a diurnal cycle: one high, one low a day, that's it"
SCIENCE,It's a substance that conducts current; sodium & potassium are 2 of the ones Gatorade restores to your body
SCIENCE,Dimitri Mendeleyev made modern chemistry possible when he set this grouping of the elements
SCIENCE,A simple one of these consists of a small weight swinging to & fro on the end of a string
SCIENCE,The process by which a substance changes from liquid to a gas is called this
SCIENCE,"The planets that are smaller than Earth are Mercury, Venus & these two"
SCIENCE,An LED; it's used for displaying readings on digital watches & calculators
SCIENCE,"When this scientist discovered oxygen, he called it dephlogisticated air"
SCIENCE,"Most living organisms have millions, but a prisoner only has one"
SCIENCE,A 5th C. B.C. Greek philosopher was 1st to theorize that all matter is made of these
SCIENCE,Term for creatures like vultures or hermit crabs that eat carcasses & refuse
SCIENCE,Days & nights are always 12 hours long there
SCIENCE,"If you're studying mensuration, you're studying this"
SCIENCE,"It's what the ""L"" stands for in ""laser"""
SCIENCE,"The Celsius temperature scale is also called this, meaning ""divided into one hundred parts"""
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-07-08_J_24.jpg"" target=""_blank"">Cheryl of the Clue Crew performs a science experiment.</a>) By mixing baking soda, a chemical base, with the acid in the lime juice, this gas is produced, resulting in a bubbly liquid"
SCIENCE,This one of the simple machines is made by using a wheel & a rope
SCIENCE,Shock researcher Walter Cannon coined this word for an organism's ability to maintain internal equilibrium
SCIENCE,He was in Shanghai in 1921 when he found out he had won a Nobel Prize for Physics
SCIENCE,Isaac Newton published his first mathematical formulation for this fundamental force in 1687
SCIENCE,"In 1996 (seems late) researchers announced a new one of these body parts, the spheno-mandibularis"
SCIENCE,"During an epidemic of this disease in 1796, Edward Jenner discovered the power of vaccines & used it to save lives"
SCIENCE,"When boiling water, energy absorbed that escapes as vapor is this type of heat, from Latin latere, ""to hide"""
SCIENCE,"In 1633 Descartes suppressed his book ""The World"" because it supported the ideas of this Italian"
SCIENCE,"Rust is a slow example of this process:  combustion is defined as a ""rapid"" one"
SCIENCE,Don't worry about exploding when using this heart medicine -- it's too diluted
SCIENCE,"This family of trees has 2 genera, populus & salix; we wonder to which one Alyson Hannigan belongs"
SCIENCE,Some protozoans' bodies can be divided into the fluid inner endoplasm & this more rigid outer part
SCIENCE,"In computerese, a ""vaccine"" is a program that seeks out & destroys these"
SCIENCE,A compass points toward this north pole
SCIENCE,"Varieties of these simple plants include red, brown, green & blue-green"
SCIENCE,Behaviorists & dogs drool over the work of this Russian physiologist
SCIENCE,"The most abundant metal on Earth, when it was discovered in 1820 it was worth more than gold"
SCIENCE,The universe's background radiation is thought to be left over from this primordial event
SCIENCE,"Electrically speaking, it's the opposite of resistivity"
SCIENCE,"Ossification, the formation of this, begins in the embryo at the end of the second month"
SCIENCE,"C<sub>2</sub>H<sub>5</sub>, it's found before ""alcohol"" & is a homophone of a female first name"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2007-02-28_DJ_10.jpg"" target=""_blank"">Kelly of the Clue Crew indicates a formula on a monitor.</a>)  In Newton's law, ""F"" is the attractive force, ""G"" is the gravitational constant, ""m"" is the masses of two bodies, & ""d"" stands for this"
SCIENCE,These 2 upper chambers of the heart receive & collect blood from the veins
SCIENCE,It's measured in rads
SCIENCE,In 1975 in Texas scientists found fossils of this flying lizard with a more than 50' wingspan
SCIENCE,"The name of this dog star, the brightest star in the night sky, is Greek for ""scorching"""
SCIENCE,This green pigment is required for photosynthesis
SCIENCE,One meter equals 39.37 of these
SCIENCE,"Fructose is a monosaccharide, a simple one of these"
SCIENCE,"A depiction of this dinosaur of the Cretaceous period is <a href=""http://www.j-archive.com/media/2009-12-17_DJ_25.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2009-12-17_DJ_25a.jpg"" target=""_blank"">here</a>"
SCIENCE,"pH, the measure of acidity, stands for ""potential of"" this most abundant element"
SCIENCE,The mammal that holds the record for the longest lifespan
SCIENCE,"You have ""receptors"" in your ears for this fundamental force, & they get upset when  you're weightless"
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-01-10_DJ_08.jpg"" target=""_blank"">Kelly of the Clue Crew reports from the <i>Jeopardy!</i> science lab.</a>)  Iodine reacts with this carbohydrate in food; if it's present, the iodine turns a <a href=""http://www.j-archive.com/media/2008-01-10_DJ_08a.jpg"" target=""_blank"">bluish-black color</a>"
SCIENCE,"Darwin defined it as ""preservation of favorable variations and the rejection of injurious variations"""
SCIENCE,"(<a href=""http://www.j-archive.com/media/2008-01-10_DJ_14.jpg"" target=""_blank"">Kelly of the Clue Crew rubs a balloon on her hair in the <i>Jeopardy!</i> science lab.</a>)  Rubbing a balloon builds up electrons that then attract this type of particle in a <a href=""http://www.j-archive.com/media/2008-01-10_DJ_14a.jpg"" target=""_blank"">metal can</a>, from the Greek for ""first"""
SCIENCE,"Below the atmosphere is this ""sphere"", from the Greek for ""stone"""
SCIENCE,The mother of a mule
SCIENCE,It's another name for your coccyx
SCIENCE,Union Carbide makes this common car additive that contains ethylene glycol
SCIENCE,This unit of measure in weather is abbreviated mb
SCIENCE,"Frenchman who discovered the Piezoelectric Effect, that certain crystals when stressed make electricity"
SCIENCE,An EEG records the electrical activity of this organ
SCIENCE,Human beings normally have 46 of these in most of their cells
SCIENCE,"This second-lightest metal, symbol K, is so soft it can be cut with a knife"
SCIENCE,"He's been called the ""Father of Modern Rocketry"""
SCIENCE,"According to his law, resistance in a DC circuit is the ratio of volts to amps"
SCIENCE,It's the element whose atomic weight is closest to its atomic number
SCIENCE,"Inventors of these include Georges Leclanche, Gaston Plante & Alessandro Volta"
SCIENCE,"Life here was the subject of the 1965 book ""World Without Sun"""
SCIENCE,"After 1,400 orbits it fell back to Earth January 4, 1958 & burned up"
SCIENCE,In 1977 the U.S. banned these that used freon as the propellant
